"","churn_decision","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges"
"4242","Yes","Female","No","Yes","Yes",22,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","No","Mailed check",61.15,1422.05
"4243","No","Female","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.75,19.75
"4244","No","Female","No","No","Yes",40,"Yes","No","DSL","Yes","No","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",64.1,2460.35
"4245","No","Male","No","Yes","Yes",46,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.75,856.5
"4246","No","Male","No","Yes","Yes",63,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.7,1275.85
"4247","No","Male","No","Yes","Yes",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",110.2,7467.5
"4248","No","Male","No","Yes","Yes",69,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",106.35,7261.75
"4249","No","Female","No","Yes","No",56,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","No","Electronic check",90.55,5116.6
"4250","No","Female","No","Yes","Yes",10,"Yes","No","DSL","No","Yes","Yes","No","No","Yes","One year","Yes","Mailed check",65.9,660.05
"4251","No","Male","No","No","No",63,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","One year","No","Credit card (automatic)",104.5,6590.8
"4252","No","Female","No","Yes","Yes",24,"No","No","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Mailed check",52.5,1208.15
"4253","No","Female","No","No","No",19,"Yes","Yes","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",56.1,1033.9
"4254","No","Male","No","Yes","Yes",22,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",88.75,1885.15
"4255","Yes","Male","No","Yes","No",29,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",84.45,2467.1
"4256","Yes","Male","No","Yes","No",13,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Mailed check",75.3,989.45
"4257","No","Female","No","Yes","No",70,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",26,2006.95
"4258","No","Female","No","Yes","No",49,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",99.4,5025
"4259","Yes","Female","Yes","Yes","No",43,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",109.55,4830.25
"4260","Yes","Female","No","No","No",3,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.6,59.75
"4261","No","Male","No","Yes","Yes",42,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","No","Electronic check",73.15,3088.25
"4262","No","Male","No","No","No",57,"Yes","No","DSL","No","Yes","No","Yes","No","No","One year","Yes","Mailed check",54.65,3134.7
"4263","Yes","Male","Yes","No","No",2,"Yes","No","DSL","Yes","No","Yes","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",66.4,94.55
"4264","No","Female","No","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",115.55,8312.4
"4265","No","Female","Yes","No","No",46,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.45,4863.85
"4266","Yes","Male","Yes","Yes","No",66,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",100.05,6871.9
"4267","Yes","Male","No","No","No",62,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","Yes","One year","No","Electronic check",102,6529.25
"4268","No","Female","No","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",91.15,6637.9
"4269","No","Male","No","Yes","Yes",35,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No","One year","Yes","Electronic check",89.7,3165.6
"4270","Yes","Male","No","Yes","No",17,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",90.2,1454.15
"4271","No","Female","No","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",92.4,6786.1
"4272","No","Female","No","Yes","Yes",28,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.9,543
"4273","Yes","Male","No","Yes","No",56,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",25.15,1327.15
"4274","Yes","Female","No","No","No",31,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",79.85,2404.15
"4275","No","Male","No","No","No",45,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",18.85,867.3
"4276","No","Female","No","No","No",1,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",25.75,25.75
"4277","Yes","Female","No","No","No",2,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",49.6,114.7
"4278","No","Female","No","No","No",6,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.95,109.5
"4279","No","Female","No","Yes","No",48,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",97.05,4692.95
"4280","No","Male","No","Yes","Yes",25,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",25.4,546.85
"4281","No","Male","No","Yes","Yes",64,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",19.7,1274.05
"4282","No","Male","No","No","No",50,"No","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",35,1782.4
"4283","No","Female","No","Yes","Yes",52,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",101.25,5301.1
"4284","No","Male","Yes","Yes","No",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.2,280.35
"4285","No","Female","Yes","No","No",32,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",90.95,2897.95
"4286","No","Male","No","Yes","Yes",45,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","Two year","No","Credit card (automatic)",73.85,3371
"4287","No","Male","No","Yes","No",9,"Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",88.05,801.3
"4288","Yes","Female","Yes","Yes","No",66,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",105.95,6975.25
"4289","Yes","Male","No","No","Yes",3,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",91.85,257.05
"4290","No","Female","No","No","No",54,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.1,1079.45
"4291","Yes","Female","No","Yes","Yes",1,"No","No","DSL","No","No","No","Yes","Yes","No","Month-to-month","No","Electronic check",40.1,40.1
"4292","No","Female","No","Yes","Yes",64,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",110.3,6997.3
"4293","Yes","Female","Yes","No","No",31,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.9,2217.15
"4294","Yes","Female","No","No","No",14,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",89.8,1129.1
"4295","No","Female","No","No","No",12,"Yes","No","Fiber optic","Yes","No","No","No","Yes","No","One year","Yes","Credit card (automatic)",85.15,979.05
"4296","No","Male","Yes","Yes","No",67,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",60.95,4119.4
"4297","Yes","Female","No","Yes","Yes",35,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","No","Month-to-month","No","Electronic check",72.25,2568.55
"4298","No","Female","No","No","No",45,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","Two year","No","Mailed check",73.55,3349.1
"4299","No","Male","No","No","No",10,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",46,492.1
"4300","No","Female","Yes","No","No",29,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",58.55,1718.95
"4301","No","Female","No","No","No",24,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",24.6,605.25
"4302","No","Male","No","Yes","Yes",66,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",19.75,1344.5
"4303","No","Male","No","No","No",51,"Yes","No","Fiber optic","Yes","No","No","No","Yes","No","One year","No","Mailed check",86.35,4267.15
"4304","No","Female","No","Yes","No",45,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",25.5,1121.05
"4305","No","Female","No","Yes","No",49,"Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",19,918.7
"4306","No","Female","No","Yes","No",29,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",19.55,521.8
"4307","No","Male","No","Yes","Yes",40,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",110.1,4469.1
"4308","Yes","Female","Yes","No","No",37,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.55,3580.3
"4309","No","Male","No","No","No",25,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.75,1729.35
"4310","No","Female","No","No","No",22,"No","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",50.6,1073.3
"4311","No","Male","No","No","No",72,"No","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",65.6,4566.5
"4312","Yes","Female","No","No","No",7,"No","No","DSL","No","Yes","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",40.1,293.3
"4313","No","Male","No","Yes","Yes",33,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",82.1,2603.1
"4314","No","Female","No","No","No",23,"Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",79.1,1783.75
"4315","Yes","Male","Yes","No","No",24,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.25,2440.15
"4316","Yes","Female","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",79.55,79.55
"4317","No","Male","No","No","No",69,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",90.65,6322.1
"4318","No","Female","No","No","Yes",3,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Credit card (automatic)",20.55,57.4
"4319","No","Male","No","No","No",56,"Yes","No","DSL","No","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",75.75,4284.65
"4320","No","Male","No","No","No",65,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",110,7138.65
"4321","No","Male","No","Yes","No",71,"Yes","No","No","No","No","No","No","No","No","One year","No","Electronic check",20.85,1539.75
"4322","No","Female","Yes","No","No",14,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",80.35,1058.1
"4323","No","Female","No","No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.15,123.8
"4324","Yes","Female","No","No","No",32,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","One year","No","Electronic check",84.05,2781.85
"4325","No","Male","No","No","No",40,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",67.45,2731
"4326","No","Male","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",20.75,20.75
"4327","Yes","Male","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.1,89.1
"4328","No","Female","No","No","No",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.9,497.3
"4329","No","Female","No","Yes","No",15,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",51.1,711.15
"4330","Yes","Female","No","Yes","Yes",17,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","No","Month-to-month","No","Electronic check",94.4,1607.2
"4331","Yes","Male","No","No","No",19,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",78.25,1490.95
"4332","No","Male","No","No","No",71,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",25.55,1898.1
"4333","No","Female","No","Yes","Yes",54,"Yes","Yes","DSL","Yes","No","No","Yes","No","No","Two year","No","Bank transfer (automatic)",60,3273.95
"4334","No","Male","No","Yes","No",31,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",90.55,2929.75
"4335","No","Female","No","No","No",11,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",76.4,838.7
"4336","No","Female","Yes","No","No",18,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",84.95,1443.65
"4337","No","Female","Yes","No","No",72,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",110.1,7746.7
"4338","No","Female","Yes","No","No",71,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",99.65,6951.15
"4339","No","Male","Yes","No","No",5,"No","No","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","No","Credit card (automatic)",45.4,214.75
"4340","No","Male","No","Yes","No",38,"Yes","Yes","DSL","No","No","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",69,2669.45
"4341","No","Male","No","No","Yes",5,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",48.65,235.2
"4342","Yes","Male","Yes","No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",44.15,92.65
"4343","No","Female","Yes","No","No",52,"Yes","Yes","DSL","Yes","No","Yes","No","No","No","Two year","No","Bank transfer (automatic)",59.85,3103.25
"4344","Yes","Female","Yes","No","No",8,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.75,606.25
"4345","No","Female","No","No","No",68,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",80.65,5330.2
"4346","No","Male","No","Yes","Yes",69,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Credit card (automatic)",20.55,1403.1
"4347","No","Female","No","Yes","No",42,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",66.4,2727.8
"4348","No","Female","No","No","No",50,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Mailed check",100.2,5038.45
"4349","Yes","Female","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.1,19.1
"4350","Yes","Male","Yes","Yes","No",1,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",80.3,80.3
"4351","No","Male","No","Yes","No",33,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",44.55,1462.6
"4352","No","Female","No","No","No",7,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.35,150.6
"4353","No","Male","No","Yes","Yes",64,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",91.8,5960.5
"4354","Yes","Female","No","No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",74.9,74.9
"4355","No","Male","No","No","No",59,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",20.2,1192.3
"4356","No","Female","No","Yes","No",6,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",50.35,314.55
"4357","No","Female","No","No","No",3,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",18.8,56
"4358","No","Female","No","Yes","No",15,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",20.45,330.8
"4359","No","Male","No","Yes","Yes",13,"Yes","No","DSL","No","No","No","No","Yes","Yes","One year","Yes","Electronic check",64.75,877.35
"4360","No","Female","No","No","No",23,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",98.7,2249.1
"4361","No","Male","Yes","Yes","No",31,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","No","Electronic check",89.45,2807.65
